City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
365,moree,-29.4667,149.85,8.07,81,0,3.1,AU,1690316677
366,shrigonda,18.6167,74.6833,22.0,95,100,7.15,IN,1690316677
367,cockburn town,21.4612,-71.1419,28.97,75,31,7.25,TC,1690316677
368,bathsheba,13.2167,-59.5167,25.34,94,40,4.12,BB,1690316678
369,tlahualilo de zaragoza,26.1167,-103.45,33.7,26,91,4.14,MX,1690316678
370,kingston,17.997,-76.7936,32.53,64,20,10.8,JM,1690316678
371,ivankiv,50.9386,29.8943,20.94,75,68,3.39,UA,1690316678
372,warrnambool,-38.3833,142.4833,7.71,89,97,3.57,AU,1690316678
373,kolondieba,11.0882,-6.8926,27.31,70,69,2.35,ML,1690316678
374,kerikeri,-35.2268,173.9474,9.95,90,6,0.89,NZ,1690316533
375,letlhakeng,-24.0944,25.0298,13.81,73,82,6.06,BW,1690316679
376,katsuura,35.1333,140.3,24.96,93,97,2.71,JP,1690316679
377,tumayr,25.7039,45.868,34.32,9,100,3.48,SA,1690316679
378,robore,-18.3333,-59.75,30.05,48,3,0.0,BO,1690316679
379,escanaba,45.7453,-87.0646,26.81,64,0,4.12,US,1690316423
380,port augusta,-32.5,137.7667,6.48,76,0,1.39,AU,1690316592
381,pangody,65.85,74.4859,19.3,73,97,6.19,RU,1690316679
382,dwarka,22.2394,68.9678,27.86,84,97,7.29,IN,1690316680
383,viqueque,-8.8673,126.3658,20.66,83,90,1.76,TL,1690316680
384,amga,60.8953,131.9608,16.47,92,1,0.86,RU,1690316680
385,lazaro cardenas,17.9583,-102.2,31.41,62,93,3.67,MX,1690316440
386,tabou,4.423,-7.3528,24.73,85,99,3.72,CI,1690316680
387,fukuecho,32.6881,128.8419,27.02,88,12,5.54,JP,1690316680
388,tropea,38.6754,15.8948,29.61,71,0,2.83,IT,1690316680
389,nar'yan-mar,67.6713,53.087,15.72,74,21,3.91,RU,1690316542
390,colonia,50.9333,6.95,16.57,73,0,1.03,DE,1690316489
391,susuman,62.7833,148.1667,14.04,85,100,1.67,RU,1690316681
392,vorgashor,67.5833,63.95,15.96,85,100,2.83,RU,1690316681
393,kirakira,-10.4544,161.9205,25.76,89,88,4.31,SB,1690316681
394,north haven,41.3909,-72.8595,29.03,73,0,4.63,US,1690316681
395,magadan,59.5667,150.8,12.98,89,32,1.67,RU,1690316568
396,formosa,-26.1775,-58.1781,17.99,82,100,2.06,AR,1690316681
397,bom jesus,-9.0744,-44.3586,33.25,19,3,3.01,BR,1690316681
398,souillac,-20.5167,57.5167,21.21,94,40,1.03,MU,1690316668
399,ringkobing,56.0901,8.244,13.9,78,8,6.99,DK,1690316681
400,churapcha,62.0025,132.4325,14.64,85,0,2.3,RU,1690316682
401,acapetahua,15.2833,-92.7,33.44,58,24,2.7,MX,1690316682
402,ladario,-19.0047,-57.6017,30.05,45,0,3.09,BR,1690316682
403,selby,53.7833,-1.0667,15.29,77,89,4.95,GB,1690316682
404,sakaiminato,35.55,133.2333,24.99,100,40,1.03,JP,1690316682
405,kenora,49.8167,-94.4337,23.54,73,75,3.09,CA,1690316576
406,nova sintra,14.8667,-24.7167,22.35,84,23,4.94,CV,1690316565
407,buala,-8.145,159.5921,26.44,86,85,4.46,SB,1690316682
408,polyarnyy,69.1989,33.4478,9.69,96,85,2.77,RU,1690316682
409,lompoc,34.6391,-120.4579,35.08,54,20,4.12,US,1690316437
410,rabo de peixe,37.8,-25.5833,22.73,73,40,3.6,PT,1690316683
411,taltal,-25.4,-70.4833,17.78,65,23,1.45,CL,1690316411
412,tofol,5.3248,163.0078,28.59,74,100,4.92,FM,1690316683
413,smithers,54.7804,-127.1743,14.18,88,100,2.57,CA,1690316683
414,terrace,54.5163,-128.6035,14.01,94,100,4.63,CA,1690316683
415,erenhot,43.6475,111.9767,25.06,47,99,2.88,CN,1690316683
416,rethymno,35.3647,24.4714,32.89,43,0,1.25,GR,1690316683
417,mahina,-17.5065,-149.489,26.87,89,75,5.66,PF,1690316684
418,uzhur,55.3036,89.8339,14.56,92,24,2.82,RU,1690316684
419,bizerte,37.2744,9.8739,28.0,78,40,5.66,TN,1690316684
420,zeliezovce,48.0508,18.6542,15.01,90,4,2.9,SK,1690316684
421,nelson bay,-32.7167,152.15,11.67,99,7,2.68,AU,1690316684
422,tyumentsevo,53.3224,81.498,17.78,64,52,2.87,RU,1690316494
423,rongelap,11.1635,166.8941,28.52,77,100,7.49,MH,1690316684
424,zakynthos,37.7914,20.8953,28.69,100,20,4.12,GR,1690316684
425,tolanaro,-25.0319,46.9987,20.04,60,40,4.12,MG,1690316684
426,thurso,58.5927,-3.5259,11.14,82,96,4.82,GB,1690316685
427,la gi,10.6667,107.7833,24.9,92,94,4.23,VN,1690316685
428,fort stockton,30.894,-102.8793,36.2,21,6,1.34,US,1690316685
429,mutoko,-17.397,32.2268,11.83,77,1,2.75,ZW,1690316685
430,priargunsk,50.3691,119.1012,16.4,88,84,1.23,RU,1690316685
431,toliara,-23.35,43.6667,18.43,65,54,6.7,MG,1690316685
432,jiazi,22.8779,116.067,27.51,78,99,1.62,CN,1690316685
433,pirallahi,40.4723,50.333,26.08,78,100,12.19,AZ,1690316686
434,siwa oasis,29.2041,25.5195,31.69,24,0,5.72,EG,1690316686
435,gaiman,-43.2897,-65.4929,13.48,45,15,5.96,AR,1690316686
436,kenai,60.5544,-151.2583,16.05,85,20,3.6,US,1690316686
437,dadukou,26.5479,101.7054,23.35,86,100,0.45,CN,1690316686
438,indramayu,-6.3264,108.32,24.78,75,100,3.71,ID,1690316686
439,tataouine,32.9297,10.4518,37.35,11,16,1.17,TN,1690316686
440,kokopo,-4.352,152.2633,24.76,86,94,5.31,PG,1690316687
441,hammerfest,70.6634,23.6821,13.25,76,0,4.12,NO,1690316562
442,arkalyk,50.2486,66.9114,25.9,28,100,7.85,KZ,1690316548
443,khorixas,-20.3667,14.9667,15.5,49,0,1.87,NA,1690316687
444,dubbo,-32.25,148.6167,4.07,93,0,4.12,AU,1690316687
445,alaghsas,17.0187,8.0168,37.49,17,100,4.44,NE,1690316687
446,wagar,16.1525,36.2032,33.94,36,99,6.7,SD,1690316687
447,kolonia,50.9333,6.95,16.57,73,0,1.03,DE,1690316489
448,tarko-sale,64.9225,77.785,18.76,88,98,4.92,RU,1690316688
449,berdigestyakh,62.0989,126.6992,12.71,63,8,2.21,RU,1690316688
450,murun-kuren,49.6342,100.1625,10.14,78,41,2.0,MN,1690316688
451,aleg,17.0481,-13.9209,38.2,31,65,2.52,MR,1690316688
452,tabas,33.5959,56.9244,35.12,11,0,3.09,IR,1690316688
453,bayanhongor,46.7167,100.1167,8.53,69,34,1.95,MN,1690316688
454,sisimiut,66.9395,-53.6735,7.67,79,73,5.56,GL,1690316524
455,dryden,49.7833,-92.7503,24.16,60,75,3.6,CA,1690316516
456,wuyishan,28.0047,117.8114,25.03,84,100,2.52,CN,1690316688
457,motygino,58.1831,94.7592,16.83,98,100,0.68,RU,1690316688
458,vidigueira,38.1845,-7.7447,26.23,32,0,6.15,PT,1690316689
459,djibo,14.1022,-1.6306,34.3,40,6,0.12,BF,1690316689
460,isangel,-19.55,169.2667,18.06,94,75,0.0,VU,1690316689
461,saint-philippe,-21.3585,55.7679,20.77,79,41,1.46,RE,1690316689
462,zhanaozen,43.3,52.8,25.46,57,100,6.98,KZ,1690316689
463,savanna-la-mar,18.219,-78.1332,29.97,64,97,0.34,JM,1690316689
464,ginir,7.1333,40.7,15.28,78,66,5.43,ET,1690316689
465,malvan,16.0667,73.4667,25.64,88,100,7.52,IN,1690316689
466,piraquara,-25.4417,-49.0633,22.66,47,75,3.6,BR,1690316690
467,rio grande,-32.035,-52.0986,16.06,92,100,6.21,BR,1690316574
468,pemba,-12.974,40.5178,24.39,78,0,7.72,MZ,1690316690
469,saint-francois,46.4154,3.9054,15.69,82,27,3.09,FR,1690316690
470,ancud,-41.8697,-73.8203,10.03,85,10,6.53,CL,1690316690
471,challapata,-18.9,-66.7667,12.44,13,0,5.5,BO,1690316690
472,massawa,15.6097,39.45,35.34,38,44,5.48,ER,1690316690
473,swakopmund,-22.6833,14.5333,12.77,86,94,0.89,NA,1690316691
474,garoowe,8.4054,48.4845,28.36,43,0,12.06,SO,1690316691
475,kailua-kona,19.6406,-155.9956,28.06,83,20,3.6,US,1690316682
476,chibougamau,49.9168,-74.3659,22.79,43,75,2.8,CA,1690316585
477,orange,33.7,-117.7675,42.6,52,20,2.06,US,1690316590
478,orcopampa,-15.2661,-72.3417,14.6,14,0,4.35,PE,1690316691
479,wimborne minster,50.7833,-1.9833,17.18,76,20,2.06,GB,1690316691
480,la foa,-21.7108,165.8276,17.73,72,44,4.73,NC,1690316691
481,virginia,37.5481,-77.4467,34.73,53,75,4.63,US,1690316638
482,margate,51.3813,1.3862,17.05,71,78,2.85,GB,1690316692
483,kavaratti,10.5669,72.642,28.2,74,96,6.62,IN,1690316692
484,portsmouth,50.799,-1.0913,17.73,79,29,1.79,GB,1690316470
485,torghay,49.6339,63.4981,29.39,27,100,3.74,KZ,1690316692
486,greymouth,-42.4667,171.2,4.64,89,55,2.59,NZ,1690316692
487,seme,15.1942,-12.9448,36.12,41,46,1.19,SN,1690316692
488,xai-xai,-25.0519,33.6442,16.68,74,6,3.15,MZ,1690316692
489,mermoz boabab,14.7065,-17.4758,28.88,79,40,2.06,SN,1690316693
490,kayangel,8.0823,134.7173,25.84,86,100,5.07,PW,1690316693
491,aginskoye,51.1,114.53,14.65,84,46,1.23,RU,1690316693
492,maumere,-8.6199,122.2111,23.91,79,60,1.85,ID,1690316693
493,igarka,67.4667,86.5833,15.38,81,2,3.81,RU,1690316681
494,lock haven,41.137,-77.4469,29.23,63,100,1.5,US,1690316693
495,srivardhan,18.0333,73.0167,25.22,92,100,3.09,IN,1690316693
496,luderitz,-26.6481,15.1594,13.11,86,93,2.92,NA,1690316549
497,chapada dos guimaraes,-15.4606,-55.7497,29.81,18,0,0.87,BR,1690316693
498,abu tij,27.0441,31.319,33.08,15,6,2.47,EG,1690316694
499,mount pearl,47.5166,-52.7813,29.14,57,75,4.12,CA,1690316694
500,pittsburg,38.028,-121.8847,35.98,34,0,4.12,US,1690316694
501,pisco,-13.7,-76.2167,22.03,68,0,7.72,PE,1690316574
502,uthal,25.8072,66.6219,28.42,87,100,2.5,PK,1690316694
503,timimoun,29.2639,0.231,42.21,6,0,3.09,DZ,1690316694
504,brisas barra de suchiate,14.55,-92.2167,34.1,63,13,4.1,MX,1690316694
505,san jose de jachal,-30.2406,-68.7469,24.99,10,9,0.8,AR,1690316695
506,najran,17.4924,44.1277,31.36,14,100,0.44,SA,1690316695
507,bubaque,11.2833,-15.8333,27.67,77,100,5.03,GW,1690316696
508,bandarbeyla,9.4942,50.8122,23.72,84,7,15.53,SO,1690316696
509,andovoranto,-18.95,49.1,20.14,92,41,1.52,MG,1690316696
510,kilju,40.9642,129.3278,22.35,83,92,1.49,KP,1690316696
511,ludington,43.9553,-86.4526,29.34,72,0,3.6,US,1690316697
512,palu,-0.8917,119.8707,23.92,94,3,1.18,ID,1690316697
513,prainha,-1.8,-53.48,33.97,34,60,1.71,BR,1690316457
514,page,36.9147,-111.4558,36.49,22,0,3.13,US,1690316613
515,papao,-17.75,-149.55,26.82,83,10,7.59,PF,1690316698
516,al ghayzah,16.2079,52.176,25.32,89,100,6.44,YE,1690316636
517,bani walid,31.7566,13.9942,33.52,15,0,4.11,LY,1690316698
518,altai,46.3722,96.2583,12.09,42,0,1.02,MN,1690316699
519,ishurdi,24.1333,89.0833,27.5,82,90,4.77,BD,1690316699
520,algeciras,36.1333,-5.4505,25.82,41,0,6.69,ES,1690316699
521,al mutayrifi,25.4788,49.5576,35.19,27,100,1.86,SA,1690316699
522,narvik,68.4384,17.4272,17.43,76,89,2.27,NO,1690316700
523,ar ruways,24.1103,52.7306,32.61,71,100,1.66,AE,1690316700
524,voss,60.623,6.4229,14.19,88,100,1.93,NO,1690316701
525,maceio,-9.6658,-35.7353,25.69,73,20,4.12,BR,1690316022
526,sinop,41.7711,34.8709,17.29,55,0,2.93,TR,1690316558
527,huayucachi,-12.1333,-75.2333,20.53,20,7,2.96,PE,1690316701
528,suntar,62.1444,117.6319,15.64,92,80,1.94,RU,1690316701
529,becerril,9.7041,-73.2793,35.1,43,90,0.91,CO,1690316701
530,byaroza,52.5314,24.9786,20.0,67,100,0.42,BY,1690316702
531,sydney,-33.8679,151.2073,10.22,89,20,3.6,AU,1690316264
532,hafar al-batin,28.4328,45.9708,37.32,8,0,0.0,SA,1690316702
533,smiltene,57.4244,25.9016,15.31,98,94,2.46,LV,1690316702
534,bhamo,24.2667,97.2333,23.26,99,59,0.55,MM,1690316703
535,batouri,4.4333,14.3667,21.37,95,100,0.63,CM,1690316703
536,saint-joseph,-21.3667,55.6167,20.21,79,22,0.88,RE,1690316703
537,bocas del toro,9.3333,-82.25,27.84,77,99,3.58,PA,1690316703
538,santa luzia,-19.7697,-43.8514,24.6,42,40,5.66,BR,1690316703
539,pyhajarvi,67.0701,27.2176,11.34,88,84,1.09,FI,1690316703
540,hovd,48.0056,91.6419,18.57,39,99,1.4,MN,1690316703
541,micheweni,-4.9667,39.8333,24.64,78,8,7.44,TZ,1690316704
542,cajamarca,-7.1638,-78.5003,23.04,28,40,4.12,PE,1690316704
543,buturlinovka,50.8239,40.6092,19.66,61,71,2.9,RU,1690316704
544,san clemente del tuyu,-36.3569,-56.7235,12.21,86,100,5.61,AR,1690316704
545,tuba city,36.135,-111.2399,36.88,26,0,1.34,US,1690316704
546,mili,6.0815,171.735,28.09,76,100,2.72,MH,1690316571
547,puerto aysen,-45.4,-72.7,6.02,87,75,3.09,CL,1690316704
548,mariental,-24.6333,17.9667,19.53,23,78,4.21,NA,1690316705
549,arrifes,37.7667,-25.7,22.14,73,40,3.6,PT,1690316705
550,minas de marcona,-15.2119,-75.1103,16.28,66,14,7.0,PE,1690316705
551,harstad,68.799,16.5293,16.8,90,67,2.24,NO,1690316705
552,newcastle,-32.9272,151.7765,11.89,93,100,1.54,AU,1690316705
553,howrah,22.5892,88.3103,28.0,89,40,1.54,IN,1690316705
554,el alto,-4.2714,-81.2147,25.81,66,42,8.2,PE,1690316706
555,andalgala,-27.5819,-66.3165,18.56,30,3,1.69,AR,1690316706
556,lagarto,-10.9172,-37.65,24.42,71,60,4.52,BR,1690316706
557,ntoum,0.3833,9.7833,24.18,84,27,2.92,GA,1690316706
558,nabire,-3.3667,135.4833,24.55,89,81,1.38,ID,1690316706
559,joshimath,30.5667,79.5667,22.3,90,100,0.4,IN,1690316670
560,gospic,44.5461,15.3747,21.83,83,29,0.62,HR,1690316707
561,novyy urgal,51.0736,132.5642,17.93,98,100,2.2,RU,1690316707
562,parauapebas,-6.0675,-49.9022,33.99,33,0,0.0,BR,1690316707
563,moshi,-3.35,37.3333,19.09,74,17,0.93,TZ,1690316482
564,anguera,-12.151,-39.2453,24.56,63,90,3.66,BR,1690316707
565,nosy varika,-20.5833,48.5333,19.46,92,36,3.95,MG,1690316707
566,san pedro pochutla,15.7333,-96.4667,33.17,48,38,3.13,MX,1690316707
567,manavalakurichi,8.1333,77.3,25.68,80,100,6.0,IN,1690316707
568,doka,13.5167,35.7667,25.7,72,100,3.46,SD,1690316566
569,bredy,52.4153,60.3411,20.53,60,100,0.89,RU,1690316708
570,sihanoukville,10.6093,103.5296,24.97,100,75,1.54,KH,1690316708
